recall_id,product_description,product_type,recall_class,reason_for_recall,firm_name,status,quantity,date_initiated,state,country,source,api_endpoint,last_updated
REC-2024-000401,Radiology Device - Model X,Surgical,Class I,Software Issue,GE Healthcare,Completed,39912 units,2023-09-12,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000402,IVD Device - System Pro,Dental,Class III,Material Defect,Stryker,Completed,2583 units,2021-12-13,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000403,General Hospital Device - Unit 3000,Neurological,Class I,Device Malfunction,Johnson & Johnson,Ongoing,37628 units,2021-04-30,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000404,Radiology Device - Model X,Radiology,Class II,Quality Control,GE Healthcare,Terminated,17310 units,2020-09-02,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000405,Radiology Device - System Pro,Cardiovascular,Class II,Design Flaw,Siemens Healthineers,Pending,48401 units,2019-07-25,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000406,Cardiovascular Device - Model X,Orthopedic,Class III,Labeling Error,Siemens Healthineers,Terminated,28687 units,2020-01-25,MA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000407,Dental Device - Unit 3000,Orthopedic,Class I,Material Defect,Philips Healthcare,Pending,17815 units,2020-01-16,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000408,Ophthalmic Device - System Pro,Radiology,Class I,Device Malfunction,Abbott,Ongoing,27265 units,2024-05-12,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000409,General Hospital Device - System Pro,Implantable,Class II,Design Flaw,Becton Dickinson,Ongoing,44858 units,2025-05-19,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000410,General Hospital Device - Model X,Ophthalmic,Class II,Device Malfunction,Johnson & Johnson,Terminated,42925 units,2024-06-01,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000411,IVD Device - System Pro,Dental,Class III,Software Issue,Philips Healthcare,Completed,31584 units,2019-02-20,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000412,Ophthalmic Device - System Pro,IVD,Class III,Device Malfunction,Medtronic,Completed,33133 units,2026-03-12,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000413,Orthopedic Device - Model X,General Hospital,Class II,Quality Control,Siemens Healthineers,Terminated,3300 units,2024-07-23,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000414,Ophthalmic Device - Gen 4,Neurological,Class I,Battery Failure,GE Healthcare,Pending,5769 units,2025-03-04,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000415,Dental Device - Model X,General Hospital,Class III,Device Malfunction,Johnson & Johnson,Pending,27024 units,2024-01-06,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000416,IVD Device - Model X,Radiology,Class III,Sterility Concern,Baxter,Completed,42900 units,2025-04-01,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000417,Dental Device - Model X,Neurological,Class II,Design Flaw,Baxter,Pending,46967 units,2022-10-28,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000418,Radiology Device - Model X,Neurological,Class I,Design Flaw,Siemens Healthineers,Terminated,35894 units,2024-01-28,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000419,Cardiovascular Device - System Pro,General Hospital,Class I,Material Defect,Johnson & Johnson,Terminated,40033 units,2020-03-11,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000420,Radiology Device - Gen 4,Neurological,Class II,Quality Control,Siemens Healthineers,Ongoing,49621 units,2021-02-07,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000421,Implantable Device - Model X,General Hospital,Class II,Labeling Error,GE Healthcare,Ongoing,34758 units,2019-07-10,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000422,Ophthalmic Device - Gen 4,IVD,Class I,Labeling Error,Abbott,Ongoing,25390 units,2025-03-16,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000423,Ophthalmic Device - Gen 4,Implantable,Class III,Quality Control,Stryker,Pending,22470 units,2024-08-26,MA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000424,Orthopedic Device - System Pro,Ophthalmic,Class III,Sterility Concern,Baxter,Terminated,46654 units,2024-01-29,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000425,Neurological Device - Unit 3000,Dental,Class III,Labeling Error,Abbott,Terminated,46554 units,2021-04-02,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000426,IVD Device - Gen 4,Implantable,Class III,Material Defect,Baxter,Terminated,27682 units,2022-12-13,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000427,Radiology Device - Model X,Ophthalmic,Class I,Device Malfunction,Medtronic,Completed,17497 units,2024-11-11,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000428,Surgical Device - System Pro,Cardiovascular,Class III,Sterility Concern,Boston Scientific,Ongoing,23507 units,2022-03-19,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000429,Implantable Device - System Pro,IVD,Class II,Quality Control,Baxter,Terminated,45413 units,2020-02-24,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000430,Ophthalmic Device - Gen 4,Dental,Class III,Device Malfunction,Medtronic,Terminated,13310 units,2023-04-12,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000431,Dental Device - System Pro,Neurological,Class II,Battery Failure,Abbott,Ongoing,12254 units,2021-07-12,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000432,Radiology Device - Gen 4,Cardiovascular,Class II,Sterility Concern,Baxter,Terminated,8525 units,2024-10-05,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000433,Surgical Device - Model X,Dental,Class II,Labeling Error,Medtronic,Completed,21144 units,2025-07-20,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000434,Implantable Device - Unit 3000,General Hospital,Class III,Design Flaw,Johnson & Johnson,Terminated,34433 units,2026-01-05,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000435,IVD Device - Model X,IVD,Class I,Material Defect,Baxter,Pending,6026 units,2021-01-23,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000436,Neurological Device - Unit 3000,Dental,Class II,Sterility Concern,Boston Scientific,Pending,36788 units,2021-06-25,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000437,Dental Device - Gen 4,Neurological,Class III,Quality Control,Medtronic,Terminated,24994 units,2020-04-14,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000438,Surgical Device - Unit 3000,Cardiovascular,Class III,Design Flaw,Baxter,Pending,31904 units,2023-04-30,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000439,Neurological Device - Unit 3000,IVD,Class I,Software Issue,Abbott,Ongoing,41087 units,2022-04-29,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000440,Neurological Device - Gen 4,Radiology,Class I,Material Defect,Johnson & Johnson,Completed,1557 units,2021-05-13,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000441,Cardiovascular Device - Model X,Radiology,Class I,Labeling Error,Stryker,Ongoing,37681 units,2022-09-20,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000442,Ophthalmic Device - Gen 4,General Hospital,Class III,Material Defect,Philips Healthcare,Terminated,1107 units,2021-11-25,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000443,IVD Device - Model X,Implantable,Class I,Device Malfunction,Johnson & Johnson,Terminated,32954 units,2020-04-29,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000444,Surgical Device - Model X,Surgical,Class II,Material Defect,Philips Healthcare,Ongoing,31064 units,2022-04-02,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000445,Neurological Device - System Pro,Ophthalmic,Class III,Sterility Concern,Abbott,Terminated,44387 units,2024-12-25,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000446,IVD Device - System Pro,Radiology,Class I,Device Malfunction,Becton Dickinson,Pending,35203 units,2019-02-15,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000447,Neurological Device - Unit 3000,Neurological,Class II,Labeling Error,Abbott,Completed,14470 units,2022-06-02,MA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000448,Radiology Device - System Pro,Implantable,Class I,Battery Failure,Baxter,Ongoing,19049 units,2021-03-06,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000449,Radiology Device - System Pro,Implantable,Class II,Design Flaw,Siemens Healthineers,Completed,43995 units,2021-10-23,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000450,Surgical Device - Model X,Neurological,Class II,Battery Failure,GE Healthcare,Terminated,40393 units,2020-02-14,MA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000451,Orthopedic Device - Unit 3000,Dental,Class II,Labeling Error,Medtronic,Terminated,16134 units,2025-07-20,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000452,Ophthalmic Device - Unit 3000,Dental,Class I,Design Flaw,GE Healthcare,Pending,29187 units,2026-03-09,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000453,General Hospital Device - Model X,Orthopedic,Class III,Software Issue,Stryker,Completed,35299 units,2022-06-05,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000454,Radiology Device - Model X,Cardiovascular,Class III,Device Malfunction,Becton Dickinson,Pending,38669 units,2021-12-14,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000455,IVD Device - Unit 3000,IVD,Class III,Battery Failure,Abbott,Terminated,25723 units,2019-05-31,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000456,Surgical Device - System Pro,General Hospital,Class III,Software Issue,Philips Healthcare,Terminated,32911 units,2025-08-12,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000457,Implantable Device - System Pro,IVD,Class I,Battery Failure,Abbott,Completed,37117 units,2021-09-05,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000458,Dental Device - Model X,Neurological,Class II,Quality Control,Johnson & Johnson,Terminated,24212 units,2024-06-03,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000459,Neurological Device - Unit 3000,Ophthalmic,Class II,Battery Failure,Medtronic,Ongoing,42502 units,2019-06-25,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000460,IVD Device - Unit 3000,Surgical,Class III,Labeling Error,Philips Healthcare,Pending,23941 units,2020-02-27,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000461,Surgical Device - Gen 4,Neurological,Class III,Material Defect,Siemens Healthineers,Terminated,31907 units,2024-10-17,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000462,Cardiovascular Device - System Pro,General Hospital,Class I,Quality Control,Johnson & Johnson,Terminated,13862 units,2025-10-10,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000463,Orthopedic Device - Unit 3000,Implantable,Class III,Software Issue,Boston Scientific,Pending,21642 units,2021-02-04,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000464,General Hospital Device - Gen 4,Neurological,Class III,Labeling Error,Philips Healthcare,Ongoing,15970 units,2024-05-26,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000465,Implantable Device - System Pro,Orthopedic,Class III,Device Malfunction,Becton Dickinson,Completed,3665 units,2020-06-07,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000466,Orthopedic Device - Gen 4,Implantable,Class III,Device Malfunction,Stryker,Ongoing,14195 units,2021-11-23,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000467,General Hospital Device - Gen 4,Orthopedic,Class I,Material Defect,Becton Dickinson,Completed,38185 units,2025-10-20,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000468,IVD Device - Unit 3000,Orthopedic,Class III,Design Flaw,GE Healthcare,Ongoing,15062 units,2025-12-27,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000469,Orthopedic Device - Model X,Cardiovascular,Class I,Material Defect,Abbott,Ongoing,11628 units,2023-04-28,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000470,Implantable Device - Model X,IVD,Class III,Software Issue,Johnson & Johnson,Pending,43214 units,2025-11-23,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000471,IVD Device - Model X,Ophthalmic,Class III,Material Defect,Siemens Healthineers,Ongoing,45721 units,2025-10-07,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000472,General Hospital Device - Gen 4,Dental,Class III,Software Issue,Philips Healthcare,Completed,16681 units,2021-07-28,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000473,Radiology Device - Unit 3000,Implantable,Class III,Material Defect,Stryker,Completed,359 units,2021-08-10,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000474,IVD Device - Model X,IVD,Class I,Material Defect,Boston Scientific,Terminated,26795 units,2025-06-25,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000475,Orthopedic Device - Gen 4,Implantable,Class II,Sterility Concern,Baxter,Pending,37007 units,2020-03-12,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000476,Surgical Device - Gen 4,Neurological,Class II,Battery Failure,Abbott,Terminated,36641 units,2025-11-11,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000477,Surgical Device - Unit 3000,Ophthalmic,Class III,Labeling Error,Johnson & Johnson,Completed,29269 units,2021-11-05,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000478,Neurological Device - Gen 4,Dental,Class III,Device Malfunction,Abbott,Pending,41673 units,2020-02-15,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000479,Orthopedic Device - Gen 4,Implantable,Class II,Software Issue,Johnson & Johnson,Terminated,14534 units,2020-01-09,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000480,Implantable Device - Model X,Ophthalmic,Class II,Sterility Concern,Becton Dickinson,Ongoing,11487 units,2019-11-24,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000481,Cardiovascular Device - System Pro,IVD,Class II,Quality Control,Medtronic,Completed,40318 units,2023-12-04,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000482,Dental Device - System Pro,Cardiovascular,Class I,Software Issue,Stryker,Pending,23143 units,2019-05-28,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000483,Implantable Device - System Pro,IVD,Class I,Software Issue,Johnson & Johnson,Terminated,47589 units,2023-07-19,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000484,Surgical Device - System Pro,Implantable,Class I,Battery Failure,Philips Healthcare,Ongoing,17112 units,2022-11-24,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000485,IVD Device - Model X,IVD,Class I,Sterility Concern,Siemens Healthineers,Ongoing,33639 units,2023-07-26,MA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000486,Implantable Device - Unit 3000,General Hospital,Class II,Battery Failure,Boston Scientific,Terminated,30072 units,2025-01-12,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000487,Cardiovascular Device - Gen 4,Radiology,Class II,Software Issue,Philips Healthcare,Completed,44363 units,2025-07-31,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000488,Ophthalmic Device - Unit 3000,IVD,Class III,Device Malfunction,Stryker,Completed,18828 units,2022-07-17,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000489,Dental Device - Model X,IVD,Class I,Battery Failure,Siemens Healthineers,Terminated,14324 units,2023-06-23,MA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000490,Neurological Device - Gen 4,Neurological,Class I,Quality Control,Stryker,Completed,15022 units,2021-01-18,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000491,Implantable Device - Unit 3000,Orthopedic,Class I,Software Issue,Johnson & Johnson,Pending,40228 units,2021-10-19,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000492,Cardiovascular Device - Gen 4,Dental,Class III,Design Flaw,GE Healthcare,Terminated,32166 units,2025-01-26,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000493,Surgical Device - Gen 4,Neurological,Class III,Labeling Error,Medtronic,Pending,31348 units,2024-09-24,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000494,Dental Device - Gen 4,Orthopedic,Class II,Software Issue,Baxter,Pending,20687 units,2024-08-20,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000495,Neurological Device - Gen 4,Implantable,Class I,Design Flaw,Siemens Healthineers,Terminated,12266 units,2019-02-18,MA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000496,Surgical Device - Gen 4,Implantable,Class II,Design Flaw,Abbott,Pending,27784 units,2021-08-29,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000497,Dental Device - Unit 3000,Ophthalmic,Class II,Battery Failure,Abbott,Completed,37742 units,2023-09-13,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000498,Surgical Device - System Pro,IVD,Class II,Material Defect,Boston Scientific,Completed,48402 units,2020-02-14,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000499,Cardiovascular Device - System Pro,Ophthalmic,Class II,Labeling Error,Baxter,Terminated,31892 units,2024-04-21,MA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000500,IVD Device - Model X,Ophthalmic,Class I,Labeling Error,Medtronic,Completed,16666 units,2021-10-24,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
