recall_number,product_description,product_code,recall_class,reason_for_recall,recalling_firm,status,product_quantity,recall_initiation_date,state,country,source,api_endpoint,last_updated
Z-9510-2021,IVD Device - Scanner,DZE--,Class III,Battery Failure,Siemens Healthineers,Completed,9941 units,20190709,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-1732-2020,Cardiovascular Device - Monitor,DZE--,Class II,Quality Control,Abbott,Ongoing,9705 units,20200210,PA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-3105-2024,Implantable Device - Scanner,IZL--,Class III,Sterility Concern,Stryker,Completed,2685 units,20220210,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-2364-2021,Ophthalmic Device - Monitor,DZE--,Class I,Sterility Concern,Boston Scientific,Completed,9244 units,20240212,NY,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-3514-2021,Ophthalmic Device - Scanner,IZL--,Class III,Quality Control,Johnson & Johnson,Completed,2051 units,20230916,TX,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7664-2019,Dental Device - Catheter,KFM--,Class II,Sterility Concern,Abbott,Ongoing,4493 units,20250224,CA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7179-2020,Ophthalmic Device - Catheter,IZL--,Class I,Sterility Concern,Becton Dickinson,Completed,1575 units,20200206,PA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-5620-2023,Surgical Device - Catheter,IZL--,Class I,Design Flaw,Philips Healthcare,Ongoing,5665 units,20250601,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-3090-2021,Cardiovascular Device - Monitor,DZE--,Class I,Material Defect,Becton Dickinson,Completed,876 units,20240507,PA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7852-2024,General Hospital Device - Monitor,LNX--,Class II,Battery Failure,Baxter,Completed,4529 units,20211017,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-4748-2021,Radiology Device - Pump,LNX--,Class II,Software Issue,Johnson & Johnson,Ongoing,3942 units,20241102,TX,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-1940-2019,Surgical Device - Scanner,IZL--,Class II,Labeling Error,GE Healthcare,Completed,8447 units,20201107,TX,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-1227-2023,Neurological Device - Catheter,LNX--,Class III,Design Flaw,Boston Scientific,Ongoing,9961 units,20230719,OH,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-9577-2020,Orthopedic Device - Catheter,KFM--,Class I,Design Flaw,Medtronic,Completed,8128 units,20201121,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7115-2019,Dental Device - Monitor,IZL--,Class II,Sterility Concern,GE Healthcare,Completed,4347 units,20201129,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7449-2020,Surgical Device - Catheter,LNX--,Class III,Battery Failure,Medtronic,Completed,106 units,20190110,OH,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-5888-2021,Radiology Device - Catheter,KFM--,Class III,Labeling Error,Philips Healthcare,Completed,155 units,20220907,TX,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-9061-2020,Radiology Device - Monitor,LNX--,Class I,Battery Failure,Medtronic,Ongoing,4108 units,20231031,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7477-2021,Surgical Device - Pump,LNX--,Class I,Sterility Concern,Johnson & Johnson,Completed,7208 units,20240411,NY,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-6795-2024,Ophthalmic Device - Catheter,KFM--,Class III,Quality Control,Johnson & Johnson,Ongoing,4677 units,20200726,CA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7464-2022,Dental Device - Catheter,DZE--,Class III,Quality Control,GE Healthcare,Completed,1956 units,20200701,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-9119-2024,Orthopedic Device - Pump,LNX--,Class III,Material Defect,Abbott,Ongoing,1777 units,20240626,CA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-3548-2021,IVD Device - Catheter,DZE--,Class I,Design Flaw,Philips Healthcare,Ongoing,7126 units,20200531,OH,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-5623-2022,Radiology Device - Scanner,DZE--,Class III,Labeling Error,Baxter,Ongoing,4097 units,20220331,MA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-5317-2024,Neurological Device - Scanner,DZE--,Class II,Software Issue,Baxter,Ongoing,3101 units,20200416,NY,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-2973-2020,Ophthalmic Device - Catheter,KFM--,Class I,Labeling Error,Philips Healthcare,Ongoing,3280 units,20210728,TX,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7231-2022,IVD Device - Pump,DZE--,Class I,Design Flaw,Philips Healthcare,Completed,1015 units,20190728,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-1846-2021,Radiology Device - Pump,KFM--,Class II,Design Flaw,Philips Healthcare,Ongoing,5250 units,20260322,CA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-1669-2019,Cardiovascular Device - Pump,DZE--,Class II,Battery Failure,Stryker,Ongoing,7069 units,20210114,NY,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-9049-2021,Dental Device - Pump,IZL--,Class I,Device Malfunction,Baxter,Ongoing,5436 units,20211030,PA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-9664-2023,Dental Device - Monitor,KFM--,Class I,Material Defect,Johnson & Johnson,Ongoing,2147 units,20230120,TX,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-4120-2020,General Hospital Device - Catheter,IZL--,Class III,Design Flaw,Stryker,Completed,3319 units,20190618,NY,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-3094-2020,Ophthalmic Device - Pump,KFM--,Class II,Battery Failure,Johnson & Johnson,Completed,1119 units,20190629,OH,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-9581-2023,Cardiovascular Device - Monitor,KFM--,Class III,Labeling Error,Stryker,Ongoing,9286 units,20230913,CA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7512-2022,IVD Device - Catheter,DZE--,Class II,Material Defect,Baxter,Completed,6577 units,20210218,MA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-4015-2019,Orthopedic Device - Monitor,IZL--,Class III,Battery Failure,Baxter,Completed,4981 units,20210427,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-5399-2023,Radiology Device - Monitor,DZE--,Class I,Quality Control,Stryker,Ongoing,2437 units,20220428,MA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-5430-2019,Neurological Device - Monitor,IZL--,Class I,Design Flaw,Becton Dickinson,Completed,5327 units,20200628,TX,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-5326-2024,Orthopedic Device - Scanner,KFM--,Class II,Device Malfunction,Medtronic,Completed,3602 units,20250227,MA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-5194-2019,IVD Device - Catheter,LNX--,Class III,Sterility Concern,Becton Dickinson,Ongoing,7254 units,20201224,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-5403-2020,Implantable Device - Scanner,DZE--,Class II,Quality Control,Philips Healthcare,Completed,2440 units,20220821,OH,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-9125-2020,General Hospital Device - Monitor,DZE--,Class I,Battery Failure,Abbott,Completed,354 units,20200119,MA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-3911-2022,Implantable Device - Monitor,IZL--,Class I,Software Issue,Philips Healthcare,Ongoing,7465 units,20201029,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-9630-2020,Cardiovascular Device - Catheter,LNX--,Class II,Device Malfunction,Johnson & Johnson,Ongoing,726 units,20200215,NY,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-2369-2021,Orthopedic Device - Catheter,IZL--,Class I,Design Flaw,Johnson & Johnson,Ongoing,2291 units,20211014,OH,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-8279-2020,Surgical Device - Pump,LNX--,Class I,Quality Control,Medtronic,Completed,8916 units,20250424,TX,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-1729-2019,IVD Device - Pump,IZL--,Class III,Material Defect,Abbott,Ongoing,3685 units,20190328,CA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7998-2022,Orthopedic Device - Pump,KFM--,Class I,Material Defect,Johnson & Johnson,Completed,2788 units,20210717,TX,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-2666-2021,Dental Device - Catheter,KFM--,Class I,Design Flaw,Johnson & Johnson,Ongoing,9914 units,20210708,NY,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-8022-2023,Dental Device - Monitor,LNX--,Class I,Sterility Concern,Becton Dickinson,Completed,5717 units,20201230,TX,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-9179-2024,Dental Device - Pump,IZL--,Class I,Labeling Error,Abbott,Completed,2431 units,20220115,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-8838-2019,Radiology Device - Scanner,KFM--,Class I,Software Issue,Siemens Healthineers,Ongoing,2989 units,20240104,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-6231-2022,Ophthalmic Device - Scanner,LNX--,Class III,Design Flaw,Abbott,Ongoing,6288 units,20221215,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-9144-2023,IVD Device - Scanner,DZE--,Class II,Software Issue,Becton Dickinson,Completed,8643 units,20250228,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-4853-2021,Cardiovascular Device - Monitor,IZL--,Class II,Battery Failure,Abbott,Ongoing,986 units,20191224,PA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-3283-2021,General Hospital Device - Monitor,LNX--,Class I,Quality Control,Boston Scientific,Ongoing,2267 units,20230118,TX,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7184-2024,Cardiovascular Device - Scanner,KFM--,Class I,Software Issue,Becton Dickinson,Ongoing,7822 units,20200809,NY,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-3406-2021,Orthopedic Device - Catheter,DZE--,Class I,Device Malfunction,Becton Dickinson,Completed,2462 units,20190504,NY,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-3295-2024,IVD Device - Pump,LNX--,Class II,Design Flaw,GE Healthcare,Ongoing,4708 units,20240408,TX,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-1983-2024,Cardiovascular Device - Monitor,DZE--,Class I,Material Defect,Philips Healthcare,Completed,9089 units,20200930,MA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-9222-2021,Neurological Device - Scanner,DZE--,Class II,Software Issue,Baxter,Completed,2060 units,20250601,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-1917-2020,Ophthalmic Device - Monitor,IZL--,Class III,Battery Failure,GE Healthcare,Completed,6647 units,20230629,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-1895-2021,Ophthalmic Device - Monitor,KFM--,Class I,Software Issue,Johnson & Johnson,Completed,9892 units,20201106,PA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-4924-2021,Orthopedic Device - Catheter,IZL--,Class I,Device Malfunction,Stryker,Ongoing,9048 units,20190425,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-1530-2020,Surgical Device - Catheter,IZL--,Class III,Battery Failure,Medtronic,Ongoing,5164 units,20260227,TX,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-1138-2021,Surgical Device - Scanner,DZE--,Class II,Material Defect,Siemens Healthineers,Ongoing,1605 units,20220618,PA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-9250-2019,IVD Device - Monitor,IZL--,Class III,Material Defect,GE Healthcare,Ongoing,4763 units,20230727,NY,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-8587-2019,Radiology Device - Monitor,DZE--,Class III,Labeling Error,Abbott,Completed,7341 units,20200912,NY,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-5765-2021,Implantable Device - Scanner,IZL--,Class III,Material Defect,Boston Scientific,Ongoing,9953 units,20221020,TX,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-9151-2019,Cardiovascular Device - Monitor,KFM--,Class III,Software Issue,GE Healthcare,Ongoing,7461 units,20200916,PA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-5843-2020,Radiology Device - Pump,KFM--,Class II,Software Issue,Johnson & Johnson,Ongoing,7558 units,20201126,MA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-5194-2022,Orthopedic Device - Catheter,LNX--,Class I,Design Flaw,Stryker,Completed,6711 units,20240422,NY,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7008-2023,Implantable Device - Pump,KFM--,Class I,Material Defect,Baxter,Completed,4316 units,20231211,CA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-1934-2024,Neurological Device - Catheter,DZE--,Class I,Sterility Concern,Philips Healthcare,Ongoing,9351 units,20251217,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-4654-2022,General Hospital Device - Catheter,KFM--,Class II,Battery Failure,Baxter,Completed,1797 units,20191026,TX,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-2775-2022,Ophthalmic Device - Monitor,LNX--,Class II,Software Issue,Siemens Healthineers,Completed,9911 units,20210108,OH,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-8802-2019,Surgical Device - Scanner,IZL--,Class III,Labeling Error,GE Healthcare,Ongoing,3507 units,20210520,PA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-1513-2023,Ophthalmic Device - Catheter,KFM--,Class II,Battery Failure,Boston Scientific,Ongoing,3475 units,20250516,CA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-5421-2021,Orthopedic Device - Catheter,DZE--,Class I,Sterility Concern,Philips Healthcare,Ongoing,4897 units,20230929,OH,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-9597-2020,Surgical Device - Monitor,IZL--,Class I,Material Defect,Siemens Healthineers,Completed,2705 units,20230916,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7866-2022,General Hospital Device - Monitor,LNX--,Class II,Material Defect,Medtronic,Ongoing,1284 units,20221201,NY,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-6185-2019,Orthopedic Device - Scanner,DZE--,Class II,Design Flaw,Johnson & Johnson,Completed,4315 units,20220819,CA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-3059-2024,General Hospital Device - Catheter,IZL--,Class I,Quality Control,Philips Healthcare,Ongoing,9855 units,20240120,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-6703-2020,Neurological Device - Catheter,KFM--,Class II,Device Malfunction,Stryker,Completed,8236 units,20210604,TX,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-8471-2022,Ophthalmic Device - Pump,KFM--,Class III,Material Defect,Baxter,Completed,1867 units,20240806,NY,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-8018-2021,Orthopedic Device - Monitor,LNX--,Class II,Sterility Concern,Philips Healthcare,Completed,1635 units,20240223,TX,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-2468-2024,Cardiovascular Device - Scanner,IZL--,Class II,Software Issue,GE Healthcare,Ongoing,4759 units,20200301,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-4651-2022,IVD Device - Scanner,IZL--,Class I,Battery Failure,Johnson & Johnson,Completed,7611 units,20210517,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7484-2019,Dental Device - Monitor,KFM--,Class II,Sterility Concern,Stryker,Completed,3967 units,20260326,CA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-1535-2019,Cardiovascular Device - Monitor,KFM--,Class III,Design Flaw,Siemens Healthineers,Ongoing,9384 units,20230826,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7412-2020,Implantable Device - Scanner,IZL--,Class III,Material Defect,Abbott,Completed,2856 units,20210917,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-9475-2020,Ophthalmic Device - Monitor,IZL--,Class III,Labeling Error,Baxter,Ongoing,9462 units,20220727,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-5263-2023,Orthopedic Device - Pump,DZE--,Class I,Software Issue,Medtronic,Completed,199 units,20260113,NY,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-9907-2019,Implantable Device - Scanner,IZL--,Class III,Labeling Error,GE Healthcare,Completed,3066 units,20190424,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-4633-2021,Neurological Device - Monitor,LNX--,Class II,Device Malfunction,Stryker,Ongoing,2365 units,20260426,CA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-2694-2019,General Hospital Device - Catheter,IZL--,Class I,Sterility Concern,Stryker,Ongoing,1530 units,20260227,TX,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-6921-2020,Ophthalmic Device - Catheter,LNX--,Class I,Material Defect,Johnson & Johnson,Completed,1260 units,20240717,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7148-2021,General Hospital Device - Monitor,DZE--,Class II,Device Malfunction,Abbott,Ongoing,1930 units,20230916,PA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-8928-2023,Implantable Device - Catheter,DZE--,Class III,Sterility Concern,Johnson & Johnson,Ongoing,9940 units,20221121,CA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-1377-2023,IVD Device - Monitor,DZE--,Class II,Software Issue,Boston Scientific,Ongoing,5376 units,20250104,NY,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-2367-2024,Orthopedic Device - Pump,KFM--,Class II,Quality Control,Johnson & Johnson,Completed,9045 units,20210619,MA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-9123-2022,IVD Device - Scanner,DZE--,Class II,Labeling Error,Boston Scientific,Completed,6446 units,20240328,TX,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-6105-2020,Neurological Device - Scanner,LNX--,Class II,Material Defect,Becton Dickinson,Completed,5232 units,20250718,TX,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7275-2022,Neurological Device - Pump,KFM--,Class III,Software Issue,GE Healthcare,Ongoing,563 units,20251023,MA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7714-2021,Implantable Device - Pump,LNX--,Class I,Software Issue,Abbott,Completed,7045 units,20250731,NY,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-5019-2019,Neurological Device - Pump,KFM--,Class I,Design Flaw,Johnson & Johnson,Ongoing,5229 units,20230105,CA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-4502-2022,Implantable Device - Pump,DZE--,Class III,Software Issue,Philips Healthcare,Completed,9869 units,20220909,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-4562-2019,IVD Device - Pump,IZL--,Class III,Material Defect,Philips Healthcare,Completed,5254 units,20241129,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-1813-2022,General Hospital Device - Catheter,KFM--,Class II,Software Issue,Johnson & Johnson,Completed,2813 units,20210318,PA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7272-2020,Implantable Device - Catheter,KFM--,Class I,Device Malfunction,GE Healthcare,Completed,2157 units,20250818,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-9740-2023,Cardiovascular Device - Pump,IZL--,Class I,Battery Failure,Johnson & Johnson,Completed,4941 units,20190601,MA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
